,name,count,logLR,meddraCode,chembl_id
0,infusion site pain,1106,4252.723514050915,10053483,CHEMBL1237119
1,dyspnoea,3508,3942.4519122413185,10013968,CHEMBL1237119
2,pulmonary arterial hypertension,826,2580.8895615565707,10064911,CHEMBL1237119
3,headache,2704,2308.4866883493814,10019211,CHEMBL1237119
4,infusion site erythema,586,2205.5232122224115,10048634,CHEMBL1237119
5,fluid retention,879,1804.3949423951562,10016807,CHEMBL1237119
6,fluid overload,599,1588.9026861106104,10016803,CHEMBL1237119
7,pain in jaw,710,1487.9412929572281,10033433,CHEMBL1237119
8,infusion site swelling,384,1428.19058664958,10053505,CHEMBL1237119
9,diarrhoea,2262,1382.809965310851,10012735,CHEMBL1237119
10,infusion site infection,289,1220.704351382621,10054997,CHEMBL1237119
11,oxygen saturation decreased,718,1190.5000580236665,10033318,CHEMBL1237119
12,dyspnoea exertional,642,1186.4391646902368,10013971,CHEMBL1237119
13,nausea,2361,1174.4333317507117,10028813,CHEMBL1237119
14,cough,1276,1152.81182274381,10011224,CHEMBL1237119
15,flushing,765,1009.0211351028411,10016825,CHEMBL1237119
16,pulmonary hypertension,466,981.2307187041006,10037400,CHEMBL1237119
17,dermatitis contact,349,920.6447957570199,10012442,CHEMBL1237119
18,vascular device infection,257,887.9903906768595,10080714,CHEMBL1237119
19,infusion site haemorrhage,223,886.5398321334796,10065464,CHEMBL1237119
20,right ventricular failure,289,793.7824143887701,10039163,CHEMBL1237119
21,chest pain,944,791.3926020403887,10008479,CHEMBL1237119
22,infusion site discharge,168,754.4840722788067,10076065,CHEMBL1237119
23,dizziness,1444,722.9734648577432,10013573,CHEMBL1237119
24,nasal congestion,410,555.8770485659043,10028735,CHEMBL1237119
25,infusion site warmth,123,503.4298956288403,10053484,CHEMBL1237119
26,hypotension,907,502.61958072871494,10021097,CHEMBL1237119
27,oedema peripheral,686,495.74306016406626,10030124,CHEMBL1237119
28,syncope,602,467.9324381581391,10042772,CHEMBL1237119
29,pain in extremity,868,466.0198340301722,10033425,CHEMBL1237119
30,oedema,428,453.5002176893322,10030095,CHEMBL1237119
31,infusion site pruritus,128,453.31316768068064,10053664,CHEMBL1237119
32,infusion site induration,114,448.8957402489759,10053482,CHEMBL1237119
33,vomiting,1245,433.7306023883866,10047700,CHEMBL1237119
34,oxygen consumption increased,134,433.2175589190301,10059168,CHEMBL1237119
35,hypoxia,333,384.72813508710533,10021143,CHEMBL1237119
36,malaise,997,380.35577568820736,10025482,CHEMBL1237119
37,throat irritation,282,378.33477289110306,10043521,CHEMBL1237119
38,palpitations,476,369.7924403312354,10033557,CHEMBL1237119
39,blood pressure decreased,373,354.53445124188147,10005734,CHEMBL1237119
40,injection site discharge,93,341.27097675797995,10065600,CHEMBL1237119
41,device infusion issue,110,337.5208992190892,10070617,CHEMBL1237119
42,pneumonia,841,336.89232540800003,10035664,CHEMBL1237119
43,fatigue,1411,335.1484876402683,10016256,CHEMBL1237119
44,feeling abnormal,564,331.28767641943705,10016322,CHEMBL1237119
45,productive cough,269,294.70636807718256,10036790,CHEMBL1237119
46,heart rate increased,349,292.8865526841255,10019303,CHEMBL1237119
47,pulmonary arterial pressure increased,101,289.27450042987766,10037324,CHEMBL1237119
48,therapy non-responder,298,277.7932603707741,10051082,CHEMBL1237119
49,decreased appetite,571,269.50178839825094,10061428,CHEMBL1237119
50,chest discomfort,401,266.0587236222782,10008469,CHEMBL1237119
51,infusion site irritation,72,264.74007216191967,10065473,CHEMBL1237119
52,abdominal discomfort,437,262.01407216519874,10000059,CHEMBL1237119
53,peripheral swelling,481,259.5241919887485,10048959,CHEMBL1237119
54,abdominal distension,339,253.03583588794572,10000060,CHEMBL1237119
55,infusion site cellulitis,60,238.21522121422458,10065455,CHEMBL1237119
56,ascites,225,236.74966731305176,10003445,CHEMBL1237119
57,epistaxis,328,231.1639280707168,10015090,CHEMBL1237119
58,haemoptysis,204,215.73517274727055,10018964,CHEMBL1237119
59,infusion site nodule,48,215.04197179623588,10065484,CHEMBL1237119
60,weight decreased,564,213.2328554140695,10047895,CHEMBL1237119
61,infusion site reaction,81,208.93961976491846,10054996,CHEMBL1237119
62,diabetic ketoacidosis,2820,10340.29832324908,10012671,CHEMBL2107830
63,euglycaemic diabetic ketoacidosis,950,4163.288483900513,10080061,CHEMBL2107830
64,ketoacidosis,1012,4045.0742773160455,10023379,CHEMBL2107830
65,fournier's gangrene,502,2226.7635137333273,10017068,CHEMBL2107830
66,fungal infection,710,1723.7182019296888,10017533,CHEMBL2107830
67,blood ketone body increased,113,453.84486451908015,10057594,CHEMBL2107830
68,urine ketone body present,130,413.43082313711056,10057597,CHEMBL2107830
69,metabolic acidosis,277,357.85457505792147,10027417,CHEMBL2107830
70,ketonuria,89,305.5849989025155,10023388,CHEMBL2107830
71,ketosis,87,304.60277935703925,10023391,CHEMBL2107830
72,necrotising fasciitis,113,287.79070427041734,10028885,CHEMBL2107830
73,pollakiuria,211,272.11997692914156,10036018,CHEMBL2107830
74,dehydration,456,266.1051212843595,10012174,CHEMBL2107830
75,glycosylated haemoglobin increased,168,259.8801271268021,10018484,CHEMBL2107830
76,urinary tract infection,476,243.5754627012211,10046571,CHEMBL2107830
77,toe amputation,92,234.2358752724249,10043913,CHEMBL2107830
78,fatigue,150,209.67205181304598,10016256,CHEMBL2107830
79,urosepsis,121,198.7306334436289,10048709,CHEMBL2107830
80,acute kidney injury,437,188.57840637680783,10069339,CHEMBL2107830
81,injection site pain,2,180.79445092922833,10022086,CHEMBL2107830
82,drug hypersensitivity,20,178.02619312195748,10013700,CHEMBL2107830
83,urine ketone body,42,176.83511812522192,10059222,CHEMBL2107830
84,pancreatitis,244,172.02562036133895,10033645,CHEMBL2107830
85,headache,128,166.7564077126881,10019211,CHEMBL2107830
86,second primary malignancy,510,1501.5926507029217,10039801,CHEMBL1642
87,drug resistance,646,1294.720747592757,10059866,CHEMBL1642
88,gastrointestinal stromal tumour,316,1247.85898637044,10051066,CHEMBL1642
89,chronic myeloid leukaemia,335,1114.7203912099212,10009013,CHEMBL1642
90,cytogenetic analysis abnormal,205,868.2599741090089,10059887,CHEMBL1642
91,malignant neoplasm progression,642,839.5360194145323,10051398,CHEMBL1642
